-0.6528925619834711 -0.6876708967257941 -0.6861682201802517 -0.6884056076883533 -0.6860784140189397 -0.9906973701613975 -0.6927100657502039 -0.7007955453156094 -0.7001976189328578 -0.6827008282580969 0.2749159625692741 0.6216366812039904 0.01959999999999984 -0.943379534060749 0.48294044665012403
-0.6584022038567493 -0.687232699992989 -0.6822899451312223 -0.6858788369884379 -0.6854588901672714 -0.9898356990537395 -0.6943959684143857 -0.7025870228690421 -0.7002940184123005 -0.6832847578996972 0.2802761878804396 0.6702206315699237 0.33333999999999997 -0.9109407254497198 0.48635235732009924
-0.6639118457300275 -0.6832889293977424 -0.681584804213217 -0.6841362365057375 -0.6824497743163112 -0.989305829050848 -0.6959178373058363 -0.7038059663590066 -0.7004000578396876 -0.6828852270922865 0.2724629781048422 0.8831156306591086 1.0 -0.9315836036567384 0.47394540942928043
-0.6804407713498623 -0.6855675524083292 -0.6877547872457637 -0.6838748464333324 -0.6870519515001328 -0.9831849866205887 -0.6978042256922452 -0.7042122808556615 -0.6997156215356437 -0.6828135164345461 0.2622876351412735 0.8818512049548342 1.0 -0.8504865821291654 0.4959677419354839
-0.6859504132231404 -0.6922281427469676 -0.6939247702783102 -0.691890808653754 -0.6951057615718205 -0.9810621948265568 -0.6993716595205657 -0.706483948268777 -0.6999469802863064 -0.6828340051939006 0.25438357408921575 0.8782079444509927 1.0 -0.8519610734296668 0.5114764267990075
-0.6914600550964187 -0.6951202411834818 -0.694012912893061 -0.6957245297156947 -0.6936012036463404 -0.9915266830275303 -0.7006839297024153 -0.7072688740009512 -0.7007085361739047 -0.6832437803809885 0.2470246206959208 0.8565198289810656 1.0 -0.9419050427602477 0.4981389578163771
-0.696969696969697 -0.6962595526887752 -0.696657191335581 -0.6979899103432051 -0.6968758297194442 -0.9923004247915508 -0.7017957141620379 -0.70771212617912 -0.7013544126861715 -0.6836125780493677 0.2412101390024528 0.5902403480385328 1.0 -0.9256856384547332 0.49193548387096775
-0.7024793388429752 -0.6965224707284583 -0.6978030453273396 -0.6988612105845553 -0.6985573944596867 -0.9916428536721048 -0.7029348375837825 -0.7089310696690845 -0.7018653299272184 -0.6840325976161329 0.2297628781684382 0.44723165779068386 1.0 -0.9124152167502212 0.488833746898263
-0.71900826446281 -0.6995022085115334 -0.7037086005156343 -0.7018236314051458 -0.7033365784582706 -0.9890487101598551 -0.7039554921696656 -0.7103993425092692 -0.7015182918012243 -0.6845857941187017 0.2216771145634595 0.44838892877425707 1.0 -0.8829253907401946 0.4984491315136476
-0.7245179063360881 -0.7051111266914394 -0.704325598818889 -0.7033919718395762 -0.7029825648287459 -0.9928597058534061 -0.7048394519449392 -0.7120707725977811 -0.7023473273244325 -0.6849033698886948 0.2339420368856182 0.22730730902349894 0.7646999999999999 -0.9153641993512238 0.5077543424317618
